4s8s	1S	1	0	45887.200
4s6f	3F	-1	2	46164.644
4s6f	3F	-1	3	46164.785
4s6f	3F	-1	4	46164.971
4s6f	1F	-1	3	46182.399
4s7d	1D	1	2	46200.130
4s8p	3P	-1	0	46284.120
4s8p	3P	-1	1	46285.230
4s8p	3P	-1	2	46287.630
4s7d	3D	1	1	46301.973
4s7d	3D	1	2	46303.649
4s7d	3D	1	3	46306.059
4s8p	1P	-1	1	46479.813
4s9s	3S	1	1	46748.283
4s9s	1S	1	0	46835.055
4s8d	1D	1	2	46948.980
4s7f	3F	-1	2	47006.194
4s7f	3F	-1	3	47006.280
4s7f	3F	-1	4	47006.400
4s7f	1F	-1	3	47015.141
4s8d	3D	1	1	47036.225
4s8d	3D	1	2	47040.007
4s8d	3D	1	3	47045.241
4s9p	3P	-1	1	47085.380
4s9p	3P	-1	2	47086.990
4s9p	1P	-1	1	47184.370
4s10s	3S	1	1	47382.048
4s10s	1S	1	0	47437.471
3d5s	1D	1	2	47449.083
3d5s	3D	1	1	47456.452
3d5s	3D	1	2	47466.014
3d5s	3D	1	3	47475.915
4s8f	3F	-1	2	47550.214
4s8f	3F	-1	3	47550.271
4s8f	3F	-1	4	47550.371
4s8f	1F	-1	3	47555.230
4s10p	3P	-1	1	47604.750
4s10p	3P	-1	2	47605.770
4s10p	1P	-1	1	47662.100
4s9d	3D	1	1	47752.655
4s9d	3D	1	2	47757.286
4s9d	3D	1	3	47765.697
4s11s	3S	1	1	47806.200
4s9d	1D	1	2	47812.390
4s11s	1S	1	0	47843.760
4s9f	3F	-1	2	47921.870
4s9f	3F	-1	3	47921.981
4s9f	3F	-1	4	47922.033
4s9f	1F	-1	3	47924.947
4s11p	3P	-1	1	47960.870
4s11p	3P	-1	2	47961.530
4s11p	1P	-1	1	47997.490
4s10d	3D	1	1	48031.580
4s10d	3D	1	2	48033.230
4s10d	3D	1	3	48036.212
4s10d	1D	1	2	48083.410
4s12s	3S	1	1	48104.020
4s12s	1S	1	0	48130.750
4s10f	3F	-1	2	48187.045
4s10f	3F	-1	3	48187.075
4s10f	3F	-1	4	48187.118
4s10f	1F	-1	3	48188.990
4s10g	1G	1	4	48202.200
4s10h	1H	-1	5	48208.000
4s12p	3P	-1	1	48215.810
4s12p	3P	-1	2	48216.360
4s12p	1P	-1	1	48240.530
4s11d	3D	1	1	48258.300
4s11d	3D	1	2	48258.840
4s11d	3D	1	3	48260.290
4s11d	1D	1	2	48290.850
4s13s	3S	1	1	48321.140
4s13s	1S	1	0	48340.750
4s11f	3F	-1	2	48382.700
4s11f	3F	-1	3	48382.781
4s11f	3F	-1	4	48382.801
4s11f	1F	-1	3	48384.039
4s11g	1G	1	4	48394.300
4s11h	1H	-1	5	48398.600
4s13p	3P	-1	1	48404.570
4s13p	3P	-1	2	48404.950
4s13p	1P	-1	1	48422.090
4s12d	3D	1	1	48433.010
4s12d	3D	1	2	48433.460
4s12d	3D	1	3	48434.470
4s12d	1D	1	2	48451.730
4s14s	3S	1	1	48484.300
4s14s	1S	1	0	48499.140
3d2	3P	1	0	48524.093
3d2	3P	1	1	48537.623
3d2	3P	1	2	48563.522
4s12f	3F	-1	3	48531.040
4s12f	3F	-1	4	48531.040
4s12f	1F	-1	3	48532.139
4s12g	1G	1	4	48540.100
4s12h	1H	-1	5	48544.200
4s14p	3P	-1	1	48548.300
4s14p	3P	-1	2	48548.510
4s14p	1P	-1	1	48561.100
4s13d	3D	1	1	48568.660
4s13d	3D	1	2	48568.950
4s13d	3D	1	3	48569.510
4s13d	1D	1	2	48578.320
4s15s	3S	1	1	48609.750
4s15s	1S	1	0	48621.530
4s13f	3F	-1	4	48646.380
4s13f	1F	-1	3	48647.300
4s13g	1G	1	4	48653.700
4s13h	1H	-1	5	48657.000
4s15p	3P	-1	2	48660.230
4s15p	1P	-1	1	48669.830
4s14d	3D	1	1	48675.420
4s14d	3D	1	2	48675.650
4s14d	3D	1	3	48676.090
4s14d	1D	1	2	48678.970
4s16s	3S	1	1	48708.820
4s16s	1S	1	0	48718.020
4s14f	1F	-1	3	48738.540
4s14g	1G	1	4	48743.400
4s14h	1H	-1	5	48747.400
4s16p	3P	-1	2	48749.040
4s16p	1P	-1	1	48756.450
4s15d	1D	1	2	48760.140
4s15d	3D	1	1	48760.880
4s15d	3D	1	2	48761.200
4s15d	3D	1	3	48761.310
4s17s	3S	1	1	48788.030
4s17s	1S	1	0	48795.460
4s15f	1F	-1	3	48812.090
4s17p	3P	-1	2	48820.600
4s17p	1P	-1	1	48826.540
4s16d	1D	1	2	48827.050
4s16d	3D	1	1	48829.870
4s16d	3D	1	2	48829.950
4s16d	3D	1	3	48830.470
4s18s	3S	1	1	48852.580
4s18s	1S	1	0	48858.590
4s16f	1F	-1	3	48872.200
4s18p	3P	-1	2	48879.310
4s17d	1D	1	2	48882.370
4s18p	1P	-1	1	48884.060
4s17d	3D	1	2	48886.750
4s17d	3D	1	1	48886.900
4s17d	3D	1	3	48887.040
4s19s	3S	1	1	48905.600
4s19s	1S	1	0	48910.650
4s17f	1F	-1	3	48921.950
4s19p	3P	-1	2	48927.930
4s18d	1D	1	2	48928.790
4s19p	1P	-1	1	48931.820
4s18d	3D	1	2	48934.040
4s18d	3D	1	1	48934.100
4s18d	3D	1	3	48934.320
4s20s	3S	1	1	48949.880
4s20s	1S	1	0	48954.130
4s18f	1F	-1	3	48963.670
4s19d	1D	1	2	48968.100
4s20p	3P	-1	2	48968.670
4s20p	1P	-1	1	48971.930
4s19d	3D	1	1	48973.800
4s19d	3D	1	3	48973.920
4s19d	3D	1	2	48973.950
4s21s	3S	1	1	48987.350
4s21s	1S	1	0	48990.830
4s19f	1F	-1	3	48998.890
4s20d	1D	1	2	49001.660
4s21p	3P	-1	2	49003.210
4s21p	1P	-1	1	49005.920
4s20d	3D	1	2	49007.580
4s20d	3D	1	1	49007.590
4s20d	3D	1	3	49007.700
4s22s	3S	1	1	49019.130
4s22s	1S	1	0	49022.020
4s20f	1F	-1	3	49028.930
4s21d	1D	1	2	49030.550
4s22p	3P	-1	2	49032.700
4s22p	1P	-1	1	49034.980
4s21d	3D	1	2	49036.400
4s23s	3S	1	1	49046.220
4s23s	1S	1	0	49048.850
4s21f	1F	-1	3	49054.800
4s22d	1D	1	2	49055.620
4s23p	3P	-1	2	49058.020
4s23p	1P	-1	1	49060.020
4s22d	3D	1	2	49061.230
4s24s	3S	1	1	49069.820
4s24s	1S	1	0	49071.990
4s22f	1F	-1	3	49077.200
4s23d	1D	1	2	49077.480
4s24p	3P	-1	2	49080.040
4s24p	1P	-1	1	49081.750
4s23d	3D	1	2	49082.830
4s25s	3S	1	1	49090.400
4s25s	1S	1	0	49092.190
4s24d	1D	1	2	49096.520
4s23f	1F	-1	3	49096.740
4s25p	3P	-1	2	49099.250
4s25p	1P	-1	1	49100.720
4s24d	3D	1	2	49101.510
4s26s	3S	1	1	49108.150
4s26s	1S	1	0	49109.850
4s25d	1D	1	2	49113.410
4s24f	1F	-1	3	49113.850
4s26p	3P	-1	2	49116.070
4s26p	1P	-1	1	49117.380
4s25d	3D	1	2	49118.240
4s27s	3S	1	1	49124.020
4s27s	1S	1	0	49125.440
4s26d	1D	1	2	49128.340
4s25f	1F	-1	3	49129.000
4s27p	3P	-1	2	49130.940
4s27p	1P	-1	1	49132.090
4s26d	3D	1	2	49132.770
4s28s	3S	1	1	49138.060
4s28s	1S	1	0	49139.310
4s27d	1D	1	2	49141.630
4s26f	1F	-1	3	49142.380
4s28p	3P	-1	2	49144.190
4s28p	1P	-1	1	49145.150
4s27d	3D	1	2	49145.660
4s29s	3S	1	1	49150.300
4s29s	1S	1	0	49151.590
4s28d	1D	1	2	49153.490
4s27f	1F	-1	3	49154.290
4s29p	3P	-1	2	49155.900
4s29p	1P	-1	1	49156.780
4s28d	3D	1	2	49157.390
4s30s	3S	1	1	49161.540
4s30s	1S	1	0	49162.470
4s29d	1D	1	2	49164.120
4s28f	1F	-1	3	49164.990
4s30p	3P	-1	2	49166.430
4s30p	1P	-1	1	49167.200
4s29d	3D	1	2	49167.550
4s31s	3S	1	1	49171.420
4s31s	1S	1	0	49172.430
4s30d	1D	1	2	49173.700
4s31p	3P	-1	2	49175.870
4s31p	1P	-1	1	49176.580
4s30d	3D	1	2	49177.130
4s32s	3S	1	1	49180.480
4s32s	1S	1	0	49181.490
4s31d	1D	1	2	49182.360
4s32p	3P	-1	2	49184.370
4s32p	1P	-1	1	49185.020
4s31d	3D	1	2	49185.240
4s33s	3S	1	1	49188.370
4s32d	1D	1	2	49190.170
4s33p	3P	-1	2	49192.080
4s33p	1P	-1	1	49192.680
4s32d	3D	1	2	49193.060
4s34s	3S	1	1	49195.640
4s33d	1D	1	2	49197.300
4s34p	3P	-1	2	49199.090
4s34p	1P	-1	1	49199.620
4s33d	3D	1	2	49199.930
4s35s	3S	1	1	49202.470
4s34d	1D	1	2	49203.780
4s35p	3P	-1	2	49205.470
4s35p	1P	-1	1	49205.950
4s34d	3D	1	2	49206.170
4s36s	3S	1	1	49208.530
4s35d	1D	1	2	49209.680
4s36p	3P	-1	2	49211.340
4s36p	1P	-1	1	49211.720
4s35d	3D	1	2	49212.010
4s36d	1D	1	2	49215.110
4s37p	3P	-1	2	49216.610
4s37p	1P	-1	1	49217.020
4s36d	3D	1	2	49217.180
4s37d	1D	1	2	49220.100
4s38p	3P	-1	2	49221.510
4s38p	1P	-1	1	49221.870
4s37d	3D	1	2	49222.060
4s38d	1D	1	2	49224.700
4s39p	3P	-1	2	49226.020
4s39p	1P	-1	1	49226.350
4s38d	3D	1	2	49226.560
4s39d	1D	1	2	49228.920
4s40p	3P	-1	2	49230.130
4s40p	1P	-1	1	49230.450
4s39d	3D	1	2	49230.540
4s40d	1D	1	2	49232.810
4s41p	3P	-1	2	49234.000
4s41p	1P	-1	1	49234.280
4s40d	3D	1	2	49234.470
4s41d	1D	1	2	49236.450
4s42p	3P	-1	2	49237.550
4s41d	3D	1	2	49237.820
4s42p	1P	-1	1	49237.820
4s42d	1D	1	2	49239.800
4s43p	3P	-1	2	49240.810
4s43p	1P	-1	1	49241.090
4s42d	3D	1	2	49241.090
4s43d	1D	1	2	49242.930
4s44p	3P	-1	2	49243.870
4s44p	1P	-1	1	49244.130
4s43d	3D	1	2	49244.260
4s44d	1D	1	2	49245.800
4s45p	3P	-1	2	49246.740
4s45p	1P	-1	1	49246.980
4s44d	3D	1	2	49247.040
4s45d	1D	1	2	49248.520
4s46p	3P	-1	2	49249.370
4s45d	3D	1	2	49249.560
4s46p	1P	-1	1	49249.610
4s46d	1D	1	2	49251.050
4s47p	3P	-1	2	49251.870
4s47p	1P	-1	1	49252.080
4s46d	3D	1	2	49252.100
4s47d	1D	1	2	49253.400
4s48p	3P	-1	2	49254.220
4s48p	1P	-1	1	49254.410
4s47d	3D	1	2	49254.430
4s48d	1D	1	2	49255.640
4s49p	3P	-1	2	49256.420
4s48d	3D	1	2	49256.550
4s49p	1P	-1	1	49256.560
4s49d	1D	1	2	49257.740
4s50p	3P	-1	2	49258.450
4s50p	1P	-1	1	49258.600
4s49d	3D	1	2	49258.650
4s50d	1D	1	2	49259.680
4s51p	3P	-1	2	49260.360
4s51p	1P	-1	1	49260.510
4s50d	3D	1	2	49260.640
4s51d	1D	1	2	49261.510
4s52p	3P	-1	2	49262.150
4s52p	1P	-1	1	49262.300
4s51d	3D	1	2	49262.420
4s52d	1D	1	2	49263.310
4s53p	3P	-1	2	49263.850
4s53p	1P	-1	1	49263.990
4s52d	3D	1	3	49264.190
4s53d	1D	1	2	49264.770
4s54p	3P	-1	2	49265.440
4s54p	1P	-1	1	49265.590
4s53d	3D	1	2	49265.600
4s54d	1D	1	2	49266.360
4s55p	3P	-1	2	49266.990
4s55p	1P	-1	1	49267.100
4s54d	3D	1	2	49267.180
4s55d	1D	1	2	49267.840
4s56p	3P	-1	2	49268.400
4s56p	1P	-1	1	49268.520
4s55d	3D	1	2	49268.570
4s56d	1D	1	2	49269.330
4s57p	3P	-1	2	49269.770
4s57p	1P	-1	1	49269.880
4s56d	3D	1	2	49270.010
4s57d	1D	1	2	49270.400
4s58p	3P	-1	2	49271.010
4s58p	1P	-1	1	49271.140
4s57d	3D	1	2	49271.250
4s58d	1D	1	2	49271.790
4s59p	3P	-1	2	49272.240
4s59p	1P	-1	1	49272.350
4s58d	3D	1	2	49272.490
4s59d	1D	1	2	49273.090
4s60p	3P	-1	2	49273.370
4s60p	1P	-1	1	49273.500
4s59d	3D	1	2	49273.530
4s60d	1D	1	2	49274.290
4s60d	3D	1	2	49274.520
4s61p	1P	-1	1	49274.600
4s61d	1D	1	2	49275.580
4s62p	1P	-1	1	49275.620
4s62d	1D	1	2	49275.870
4s63p	1P	-1	1	49276.610
4s64p	1P	-1	1	49277.550
4s65p	1P	-1	1	49278.440
4s66p	1P	-1	1	49279.300
4s67p	1P	-1	1	49280.100
4s68p	1P	-1	1	49280.880
4s69p	1P	-1	1	49281.620
4s70p	1P	-1	1	49282.340
4s71p	1P	-1	1	49283.010
4s72p	1P	-1	1	49283.670
4s73p	1P	-1	1	49284.300
4s74p	1P	-1	1	49284.880
4s75p	1P	-1	1	49285.460
4s76p	1P	-1	1	49286.000
4s77p	1P	-1	1	49286.540
4s78p	1P	-1	1	49287.050
4s79p	1P	-1	1	49287.570
